Report Number,Supplemental Number,Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations,Operator Employee Injuries,Operator Contractor Injuries,Emergency Responder Injuries,Other Injuries,Public Injuries,All Injuries,Operator Employee Fatalities,Operator Contractor Fatalities,Emergency Responder Fatalities,Other Fatalities,Public Fatalities,All Fatalities,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
20150275,21832,2015,9/7/2015 9:00,18718,SUNOCO PIPELINE L.P.,"CORSICANA TO TYLER/DELEK 12""",ONSHORE,UNDERGROUND,CRUDE OIL,,,CORSICANA,NAVARRO,TX,"3,208,342","-964,072",CORROSION,EXTERNAL,4.5,,0,4.5,NO,NO,YES,9/7/2015 10:45,12/7/2015 10:45,0,,,,,,,,,,,,,16451,225,0,20000,5000,0,41676
20160346,21792,2015,9/7/2015 9:30,32537,WYOMING PIPELINE COMPANY,WYOMING PIPELINE COMPANY,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,NIOBRARA COUNTY,WY,"434,625","-104,226,944",CORROSION,EXTERNAL,30,,25,5,NO,NO,NO,,,0,,,,,,,,,,,,,5000,254,0,0,1000,0,6254
20150277,21883,2015,10/7/2015 7:29,300,"PLAINS PIPELINE, L.P.",POCAHONTAS STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,POCAHONTAS,BOND,IL,"38,832,199","-89,597,838",MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,100,,56,44,NO,NO,YES,10/7/2015 7:47,7/18/2015 9:21,0,,,,,,,,,,,,,50,5000,130316,5745840,200000,200000,6281206
20150279,21830,2015,11/7/2015 10:56,39043,"TALLGRASS PONY EXPRESS PIPELINE, LLC",CUSHING MEASUREMENT STATION,ONSHORE,TANK,CRUDE OIL,,,,PAYNE COUNTY,OK,"36,011,954","-9,674,166",INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.5,,0.5,0,NO,NO,YES,11/7/2015 11:20,11/7/2015 18:30,0,,,,,,,,,,,,,1000,25,0,1800,1000,0,3825
20150276,20650,2015,12/7/2015 8:00,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",PASADENA,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,PASADENA,HARRIS,TX,"4,052,243","-7,425,384",MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1.79,,1.79,0,NO,NO,YES,12/7/2015 8:01,12/7/2015 11:00,0,,,,,,,,,,,,,300,0,0,0,20000,0,20300
20150281,20766,2015,12/7/2015 15:55,2190,CENTRAL FLORIDA PIPELINE CORP,CENTRAL FLORIDA PIPELINE/AUBURNDALE STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,AUBURNDALE,POLK,FL,"280,684,416","-81,785,888",NATURAL FORCE DAMAGE,LIGHTNING,0.96,,0.96,0,NO,NO,YES,12/7/2015 15:57,7/13/2015 9:57,0,,,,,,,,,,,,,300,65,0,37000,0,0,37365
20160132,21389,2015,7/13/2015 5:00 AM,32537,WYOMING PIPELINE COMPANY,THUNDER CREEK STATION 4465 HIGHWAY 450 NEWCASTLEWY,ONSHORE,TANK,CRUDE OIL,,,,WESTON,WY,"436,666","-10,506,791",MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2,,0,2,NO,NO,NO,,,0,,,,,,,,,,,,,0,84,0,0,0,1600,1684
20150282,21151,2015,7/13/2015 9:19 AM,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",ALBION M/L CRUDE GATHERING,ONSHORE,UNDERGROUND,CRUDE OIL,,,,WABASH COUNTY,IL,"3,828,366","-8,794,086",NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,51.5,,40,11.5,NO,NO,YES,7/13/2015 10:58,10/28/2015 16:40,0,,,,,,,,,,,,,1072650,2331,0,518755,46355,0,1640091
20150287,21121,2015,7/14/2015 7:57 PM,300,"PLAINS PIPELINE, L.P.",MERAUX,ONSHORE,ABOVEGROUND,CRUDE OIL,,,CHALMETTE,SAINT BERNARD,LA,"2,994,075","-899,367",INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.6,,0.6,0,NO,NO,YES,7/14/2015 19:10,7/15/2015 1:08,0,,,,,,,,,,,,,25000,0,0,0,5000,5000,35000
20150285,20662,2015,7/15/2015 8:09 AM,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",ARTESIA STATION WEST (RECEIVING),ONSHORE,ABOVEGROUND,CRUDE OIL,,,,EDDY COUNTY,NM,"3,271,949","-104,181,559",MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1.43,,0,1.43,NO,NO,YES,7/15/2015 8:09,7/15/2015 10:20,0,,,,,,,,,,,,,2500,83,0,2500,15000,0,20083
20150280,20657,2015,7/15/2015 8:34 AM,32080,"CCPS TRANSPORTATION, LLC",KEY STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,SALISBURY,CHARITON,MO,"39,411,914","-92,842,889",MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1,,1,0,NO,NO,NO,,,0,,,,,,,,,,,,,100,20,0,20000,30000,0,50120
20150278,21062,2015,7/15/2015 2:00 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,C92,ONSHORE,UNDERGROUND,CRUDE OIL,,,ODESSA,ECTOR,TX,"3,176,285","-10,234,579",CORROSION,INTERNAL,10,,10,0,NO,NO,YES,7/15/2015 14:00,7/15/2015 20:00,0,,,,,,,,,,,,,19281,500,0,0,0,0,19781
20150288,20665,2015,7/16/2015 2:20 AM,31720,"EXPRESS HOLDINGS (USA), LLC",CASPER TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,,,CASPER,NATRONA,WY,"42,864,441","-106,408,738",CORROSION,INTERNAL,162,,162,0,NO,NO,YES,7/16/2015 0:58,7/16/2015 9:34,0,,,,,,,,,,,,,35000,850,0,65000,0,1500,102350
20150284,20661,2015,7/16/2015 11:00 AM,18718,SUNOCO PIPELINE L.P.,MAYSVILLE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MAYSVILLE,GARVIN,OK,"3,481,979","-9,744,566",INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,1,,1,0,NO,NO,YES,7/16/2015 11:00,7/16/2015 18:00,0,,,,,,,,,,,,,750,50,0,2000,0,0,2800
20150283,20660,2015,7/20/2015 12:30 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,VALERO NORTH FORTY,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPANE/PROPYLENE MIX,NORCO,ST. CHARLES,LA,"299,944,083","-90,386,475",MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.6,0,0,0.6,NO,NO,YES,7/20/2015 0:30,7/20/2015 9:00,0,,,,,,,,,,,,,100,20,0,0,0,0,120
20150290,20713,2015,7/20/2015 7:30 AM,39440,DOUBLE H," DOUBLE HH, GURENSEY TERMINAL",ONSHORE,ABOVEGROUND,CRUDE OIL,,,GURENSEY,PLATTE,WY,"42,133,334","-104,425,221",INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,145,,139.42,5.58,NO,NO,YES,7/20/2015 7:30,7/22/2015 20:15,0,,,,,,,,,,,,,10000,6123,0,198724,81875,0,296722
20150296,21512,2015,7/20/2015 7:45 AM,31888,CENTURION PIPELINE L.P.,CENTURION PIPELINE,ONSHORE,UNDERGROUND,CRUDE OIL,,,,KIOWA,OK,"3,489,285","-9,903,776",CORROSION,INTERNAL,400,,300,100,NO,NO,YES,7/20/2015 3:20,7/21/2015 9:05,0,,,,,,,,,,,,,55000,7250,0,20000,100000,0,182250
20150291,20674,2015,7/20/2015 12:50 PM,31448,ENBRIDGE PIPELINES (TOLEDO) INC,OREGON METERING FACILITY,ONSHORE,ABOVEGROUND,CRUDE OIL,,,OREGON,LUCAS,OH,"4,167,284","-8,345,352",CORROSION,INTERNAL,6.02,,6.02,0,NO,NO,YES,7/20/2015 12:50,7/20/2015 17:25,0,,,,,,,,,,,,,300,242,0,60642,25780,0,86964
20150294,20677,2015,7/20/2015 8:58 PM,32099,ENERGY TRANSFER COMPANY,EAST COYANOSA MEASUREMENT STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,COYANOSA,PECOS,TX,"311,931","-1,029,898",MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,27,0,0,27,NO,NO,YES,7/20/2015 20:58,7/20/2015 23:52,0,,,,,,,,,,,,,100,200,0,300,0,0,600
20150295,20978,2015,7/22/2015 11:00 AM,20202,ULTRAMAR INC,C-959 CSFM #495,ONSHORE,UNDERGROUND,CRUDE OIL,,,WILMINGTON,LOS ANGELES,CA,"33,804,707","-118,222,597",CORROSION,INTERNAL,264,,56,208,NO,NO,NO,,,0,,,,,,,,,,,,,0,27720,0,0,267152,0,294872
20150297,20681,2015,7/22/2015 1:25 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 6,ONSHORE,UNDERGROUND,CRUDE OIL,,,SUPERIOR,DOUGLAS,WI,"46,689,722","-92,060,556",NATURAL FORCE DAMAGE,TEMPERATURE,13.9,,13.9,0,NO,NO,YES,7/22/2015 13:30,7/23/2015 4:55,0,,,,,,,,,,,,,207262,650,0,26178,47750,0,281840
20150293,20676,2015,7/22/2015 6:57 PM,32109,"ONEOK NGL PIPELINE, LLC","EASTLAND TO WEATHERFORD 14""",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,PALO PINTO,TX,"32,603,333","-98,114,722",MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,5,5,0,5,NO,NO,YES,7/22/2015 19:10,7/25/2015 3:20,0,,,,,,,,,,,,,144000,135,0,2500,3340,0,149975
20150286,20902,2015,7/24/2015 2:15 PM,2552,COLONIAL PIPELINE CO,HOUSTON STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,PASADENA,HARRIS,TX,"2,971,897","-951,793",EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,1.9,,1.9,0,NO,NO,YES,7/24/2015 14:18,7/24/2015 15:20,0,,,,,,,,,,,,,0,240,0,4760,0,0,5000
20150303,20690,2015,7/26/2015 9:00 AM,18718,SUNOCO PIPELINE L.P.,HEBERT STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,BEAUMONT,JEFFERSON,TX,"299,774","-9,405,766",MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1,,1,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,0,0,1000,4000,0,5000
20150292,21072,2015,7/27/2015 6:00 AM,1845,"BUCKEYE PARTNERS, LP",BOOTH STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,BOOTHWYN,DELAWARE,PA,"39,846,349","-75,459,406",MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.23,,0.23,0,NO,NO,NO,,,0,,,,,,,,,,,,,1000,0,0,100,0,0,1100
20150305,20694,2015,7/27/2015 7:45 AM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 2,ONSHORE,UNDERGROUND,CRUDE OIL,,,WARBA,ITASCA,MN,"471,375","-9,330,972",MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.01,,0.01,0,NO,NO,YES,7/27/2015 7:50,7/30/2015 0:30,0,,,,,,,,,,,,,92682,0,0,972,0,0,93654
20150299,21299,2015,7/27/2015 8:00 PM,31684,PHILLIPS 66 PIPELINE LLC,HARDTNER STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,BARBER,KS,"37,057,847","-98,965,883",INCORRECT OPERATION,INCORRECT INSTALLATION,1.6,24,0,1.6,NO,NO,NO,,,0,,,,,,,,,,,,,1800,50,0,1500,0,0,3350
20150307,21175,2015,7/28/2015 11:45 AM,1845,"BUCKEYE PARTNERS, LP",VALVE 34,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,MUNCIE,DELAWARE,IN,"40,279,346","-85,363,609",MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.48,,0.48,0,NO,NO,YES,7/28/2015 12:01,7/28/2015 14:39,0,,,,,,,,,,,,,1000,50,0,8400,635,0,10085
20150306,21002,2015,7/28/2015 1:00 PM,31555,KINDER MORGAN CO2 CO. LP,BLANCO STATION,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),,,BLOOMFIELD,SAN JUAN,NM,"3,649,701","-10,774,874",MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",17.3,3.3,0,17.3,NO,NO,NO,,,0,,,,,,,,,,,,,16000,52,0,3000,0,0,19052
20150310,21203,2015,7/28/2015 2:36 PM,31583,TESORO LOGISTICS OPERATIONS LLC - MOUNTAIN REGION,SALT LAKE CITY ,ONSHORE,ABOVEGROUND,CRUDE OIL,,,SALT LAKE CITY,SALT LAKE,UT,"40,804,771","-111,927,762",CORROSION,INTERNAL,3,,3,0,NO,NO,NO,,,0,,,,,,,,,,,,,16000,150,0,1500,800,0,18450
20150308,20700,2015,7/28/2015 4:55 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",GRIFFITH TERMINAL ,ONSHORE,ABOVEGROUND,CRUDE OIL,,,GRIFFITH,LAKE,IN,"4,151,769","-8,744,697",INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0.95,,0.95,0,NO,NO,NO,,,0,,,,,,,,,,,,,250,45,0,9903,573,0,10771
20150289,20828,2015,7/30/2015 4:17 PM,2552,COLONIAL PIPELINE CO,CPC / HEBERT STATION ,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,BEAUMONT,JEFFERSON,TX,"29,974,782","-94,056,025",NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,1.3,,0.3,1,NO,NO,NO,,,0,,,,,,,,,,,,,24850,150,0,5000,0,0,30000
20150309,20702,2015,7/31/2015 12:50 AM,1845,"BUCKEYE PARTNERS, LP",LINDEN STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,LINDEN,UNION,NJ,"3,656,083","-1,435,583",MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,4.76,,4.76,0,NO,NO,NO,,,0,,,,,,,,,,,,,50000,0,0,10000,5000,0,65000
20150298,20684,2015,7/31/2015 12:30 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,C13,ONSHORE,ABOVEGROUND,CRUDE OIL,,,ANDREWS,ANDREWS,TX,"323,006","-10,254,292",MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1.5,,1.5,0,NO,NO,YES,7/31/2015 12:30,7/31/2015 13:00,0,,,,,,,,,,,,,2550,50,0,0,0,0,2600
20150300,21115,2015,1/8/2015 11:00,31618,ENTERPRISE PRODUCTS OPERATING LLC,MANY PUMP STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,NATURAL GASOLINE,MANY,SABINE,LA,"31,504,092","-93,416,858",INCORRECT OPERATION,INCORRECT INSTALLATION,4,,4,0,NO,NO,NO,,,0,,,,,,,,,,,,,25300,180,0,0,26000,0,51480
20150312,20705,2015,1/8/2015 14:02,26086,SEADRIFT PIPELINE CORP,GCPL_LAVACA 2000 EXTENSION_10IN,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPANE,MONT BELVIEU,CHAMBERS,TX,"298,441,496","-949,113,855",MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1.6,0,0,1.6,NO,NO,NO,,,0,,,,,,,,,,,,,500,25,0,200,0,0,725
20150313,21603,2015,2/8/2015 7:55,31888,CENTURION PIPELINE L.P.,TANK #6830,ONSHORE,TANK,CRUDE OIL,,,,YOAKUM,TX,"32,989,666","-1,027,692,504",MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,321,,165,156,NO,NO,YES,2/8/2015 8:15,4/8/2015 13:30,0,,,,,,,,,,,,,26589,2650,0,3218,30000,0,62457
20150314,21315,2015,4/8/2015 5:10,2552,COLONIAL PIPELINE CO,CPC / KROTZ SPRINGS STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,KROTZ SPRINGS,ST LANDRY,LA,"30,528,648","-91,746,802",MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",3.3,,3.3,0,NO,NO,YES,4/8/2015 9:13,4/8/2015 15:15,0,,,,,,,,,,,,,1500,225,0,8550,2500,0,12775
20150311,21599,2015,4/8/2015 7:45,39023,DOUBLE EAGLE PIPELINE LLC,GARDENDALE ,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,CONDENSATE,COTULLA ,LA SALLE,TX,"28,510,104","-99,223,506",MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,138.3,,110,28.3,NO,NO,YES,4/8/2015 6:06,6/8/2015 15:56,0,,,,,,,,,,,,,16000,6326,0,120000,337940,0,480266
20150301,20692,2015,5/8/2015 8:30,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",PASADENA,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,PASADENA,HARRIS,TX,"4,052,243","-7,425,384",CORROSION,EXTERNAL,8.98,,8.98,0,NO,NO,NO,,,0,,,,,,,,,,,,,1000,7000,0,0,0,0,8000
20150318,20721,2015,6/8/2015 0:25,1845,"BUCKEYE PARTNERS, LP",BTX PROCESSING,ONSHORE,ABOVEGROUND,CRUDE OIL,,,CORPUS CHRISTI,NUECES,TX,"278,144,306","-975,037,194",MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.71,,0.24,0.47,NO,NO,NO,,,0,,,,,,,,,,,,,0,50,0,5000,0,0,5050
20160099,21288,2015,6/8/2015 11:00,32537,WYOMING PIPELINE COMPANY,WYOMING PIPELINE COMPANY,ONSHORE,UNDERGROUND,CRUDE OIL,,,,WESTON,WY,"439,567,944","-1,046,031,611",EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,35,,33,2,NO,NO,NO,,,0,,,,,,,,,,,,,2000,1155,3000,5000,310000,0,321155
20150316,20833,2015,6/8/2015 14:09,30826,WILLIAMS FIELD SERVICES,OVERLAND PASS PIPELINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,GILL,WELD,CO,"4,045,772","-10,444,393",EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,1300,0,0,1300,YES,NO,YES,6/8/2015 15:40,9/8/2015 21:40,0,,,,,,,,,,,,,200000,100000,300000,20000,5000,0,625000
20150317,20869,2015,9/8/2015 8:14,30826,WILLIAMS FIELD SERVICES,OVERLAND PASS PIPELINE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,OGALLAH,TREGO,KS,"38,938,778","-99,761,363",MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,93.85,0,0,93.85,NO,NO,YES,9/8/2015 8:14,9/8/2015 15:05,0,,,,,,,,,,,,,750,5000,0,250,0,0,6000
20150320,20906,2015,10/8/2015 12:00,300,"PLAINS PIPELINE, L.P.",MCCAMEY STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,MCCAMEY,UPTON,TX,"31,136,905","-10,219,236",CORROSION,INTERNAL,15,,15,0,NO,NO,NO,,,0,,,,,,,,,,,,,29000,750,0,5300,0,0,35050
20150324,20734,2015,11/8/2015 10:15,30003,HOUSTON REFINING LP.,"20"" CRUDE SYSTEM",ONSHORE,TANK,CRUDE OIL,,,HOUSTON,HARRIS,TX,"29,422,303","-95,140,306",ALL OTHER CAUSES,MISCELLANEOUS,0.12,,0.12,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
20150325,21840,2015,11/8/2015 15:00,30658,KERN OIL & REFINING CO.,HILLTOP GATHERING SYSTEM,ONSHORE,UNDERGROUND,CRUDE OIL,,,BAKERSFIELD,KERN,CA,"35,298,901","-118,914,063",CORROSION,EXTERNAL,5,,5,0,NO,NO,NO,,,0,,,,,,,,,,,,,500,0,1000,2000,15000,0,18500
20150319,20799,2015,11/8/2015 17:28,31618,ENTERPRISE PRODUCTS OPERATING LLC, P89 - BUTANE MAINLINE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,BUTANE,PORT ARTHUR,JEFFERSON,TX,"29,952,028","-93,887,943",MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.6,25,0,0.6,NO,NO,YES,11/8/2015 17:31,11/8/2015 21:00,0,,,,,,,,,,,,,25539,559,0,0,0,0,26098
20150321,21131,2015,12/8/2015 9:24,31618,ENTERPRISE PRODUCTS OPERATING LLC,MCLOUTH STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,ETHANE/PROPANE,LEAVENWORTH,LEAVENWORTH COUNTY,KS,"39,173,564","-95,209,343",MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,3,20,0,3,NO,NO,YES,12/8/2015 20:40,8/13/2015 17:00,0,,,,,,,,,,,,,6000,300,0,0,0,0,6300
20150326,20738,2015,8/13/2015 11:10 AM,2552,COLONIAL PIPELINE CO,KANNAPOLIS BOOSTER STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,KANNAPOLIS,CABARRUS,NC,"35,483,852","-80,735,273",EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,142.9,,117.9,25,NO,NO,YES,8/13/2015 11:10,8/13/2015 23:00,0,,,,,,,,,,,,,2500,8250,0,160000,25000,0,195750
20150327,20739,2015,8/15/2015 10:23 AM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",SUPERIOR TERMINAL TANK 15,ONSHORE,UNDERGROUND,CRUDE OIL,,,SUPERIOR,DOUGLAS,WI,"466,869","-920,645",MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.71,,0.71,0,NO,NO,NO,,,0,,,,,,,,,,,,,12046,31,0,810,15250,0,28137
20150329,21171,2015,8/17/2015 1:00 PM,26085,"PLAINS MARKETING, L.P.",SAINT JAMES TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,SAINT JAMES,SAINT JAMES,LA,"3,000,458","-9,085,357",INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.52,,0.52,0,NO,NO,YES,8/17/2015 13:00,8/17/2015 18:00,0,,,,,,,,,,,,,0,990,0,32150,2822,1145,37107
20150328,20740,2015,8/18/2015 9:45 AM,31454,"NUSTAR LOGISTICS, L.P.",55P PETTUS SOUTH PIPELINE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,BEE,TX,"2,858,189","-9,778,703",INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.21,,0.21,0,NO,NO,NO,,,0,,,,,,,,,,,,,433,8,0,0,0,0,441
20160348,21794,2015,8/19/2015 1:00 PM,32537,WYOMING PIPELINE COMPANY,WYOMING PIPELINE CO.,ONSHORE,UNDERGROUND,CRUDE OIL,,,,WESTON COUNTY,WY,"43,788,561","-1,044,165,944",CORROSION,EXTERNAL,0.5,,0.5,0,NO,NO,NO,,,0,,,,,,,,,,,,,300,20,0,200,300,0,820
20150339,21975,2015,8/19/2015 2:00 PM,31454,"NUSTAR LOGISTICS, L.P.",52P THREE RIVERS TO SAN ANTONIO (EAST) PIPELINE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,SAN ANTONIO,BEXAR,TX,"29,441,693","-98,369,949",OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,1025,,79.4,945.6,NO,NO,YES,8/23/2015 10:03,8/24/2015 11:43,0,,,,,,,,,,,,,42780,91847,0,98873,388821,0,622321
20150330,20745,2015,8/19/2015 4:38 PM,31613,ENBRIDGE PIPELINES (EAST TEXAS) L.P.,AVINGER,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,LONE STAR,MORRIS,TX,"32,907,579","-94,715,498",NATURAL FORCE DAMAGE,LIGHTNING,0.1,0,0,0.1,YES,NO,YES,8/19/2015 17:07,8/19/2015 20:00,0,,,,,,,,,,,,,8397,1,0,0,0,0,8398
